20/11/2024,"-9.50","MCDONALDS PLAZA SYDNEY AUS Card xx2374 Value Date: 16/11/2024","+331.32"
19/11/2024,"-46.00","Transfer To INTARAWAT THANUNDORNWAT PayID Phone from CommBank App kbbq","+340.82"
19/11/2024,"+100.00","Transfer from xx8914 CommBank app","+386.82"
19/11/2024,"+100.00","Transfer from xx8914 CommBank app","+286.82"
19/11/2024,"+100.00","Transfer from xx8914 CommBank app","+186.82"
19/11/2024,"-32.48","Mary's Underground Sydney NS AUS Card xx2374 Value Date: 15/11/2024","+86.82"
19/11/2024,"-29.00","WOOLWORTHS 1248 SYDNEY NS AUS Card xx2374 Value Date: 16/11/2024","+119.30"
19/11/2024,"-141.53","Downtown Souvenirs Sydney NS AUS Card xx2374 Value Date: 16/11/2024","+148.30"
19/11/2024,"-5.00","SQ *RNK ESPRESSO Marsfield NS AUS Card xx2374 Value Date: 17/11/2024","+289.83"
19/11/2024,"-9.98","AMAZON AU MARKETPLACE SYDNEY AUS Card xx2374 Value Date: 14/11/2024","+294.83"
19/11/2024,"-49.40","EVENT GEORGE ST Sydney AU AUS Card xx2374 Value Date: 16/11/2024","+304.81"
17/11/2024,"+20.00","Transfer from xx8914 CommBank app","+354.21"
16/11/2024,"+50.00","Transfer from xx8914 CommBank app","+334.21"
16/11/2024,"+100.00","Transfer from xx8914 CommBank app","+284.21"
16/11/2024,"+100.00","Transfer from xx8914 CommBank app","+184.21"
15/11/2024,"+50.00","Transfer from xx8914 CommBank app","+84.21"
15/11/2024,"-44.98","AMAZON AU MARKETPLACE SYDNEY AUS Card xx2374 Value Date: 13/11/2024","+34.21"
14/11/2024,"-22.74","UBER EATS* EATS","+79.19"
13/11/2024,"+50.00","Transfer from xx8914 CommBank app","+101.93"
13/11/2024,"+50.00","Transfer from xx8914 CommBank app","+51.93"
12/11/2024,"-4.99","PRIMEVIDEO SYDNEY NS AUS Card xx2374 Value Date: 08/11/2024","+1.93"
12/11/2024,"-4.99","PRIMEVIDEO SYDNEY NS AUS Card xx2374 Value Date: 08/11/2024","+6.92"
12/11/2024,"-1.00","LAUNDRY C2C OSBORNE PARK WA AUS Card xx2374 Value Date: 08/11/2024","+11.91"
12/11/2024,"-147.10","Woolworths Online BELLA VISTA NS AUS Card xx2374 Value Date: 08/11/2024","+12.91"
12/11/2024,"-6.99","PRIMEVIDEO SYDNEY NS AUS Card xx2374 Value Date: 09/11/2024","+160.01"
12/11/2024,"-25.48","SQ *SYDNEY POOF DOOF Darlinghurst NS AUS Card xx2374 Value Date: 10/11/2024","+167.00"
12/11/2024,"-52.15","UBER* TRIP SYDNEY NS AUS Card xx2374 Value Date: 10/11/2024","+192.48"
12/11/2024,"-15.20","SMP*Arq Sydney Darlinghurst AU AUS Card xx2374 Value Date: 10/11/2024","+244.63"
12/11/2024,"-42.63","UNIVERSAL IMPERIAL HOT ERSKINEVILLE AUS Card xx2374 Value Date: 10/11/2024","+259.83"
12/11/2024,"-22.33","UNIVERSAL IMPERIAL HOT ERSKINEVILLE AUS Card xx2374 Value Date: 09/11/2024","+302.46"
10/11/2024,"+50.00","Transfer from xx8914 CommBank app","+324.79"
09/11/2024,"+100.00","Transfer from xx8914 CommBank app","+274.79"
09/11/2024,"+10.00","Transfer from xx8914 CommBank app","+174.79"
09/11/2024,"-1.00","LAUNDRY C2C OSBORNE PARK WA AUS Card xx2374 Value Date: 07/11/2024","+164.79"
09/11/2024,"-4.00","LAUNDRY C2C OSBORNE PARK WA AUS Card xx2374 Value Date: 07/11/2024","+165.79"
08/11/2024,"+50.00","Transfer from xx8914 CommBank app","+169.79"
08/11/2024,"+100.00","Transfer from xx8914 CommBank app","+119.79"
08/11/2024,"-5.15","gnibl Artarmon AU AUS Card xx2374 Value Date: 06/11/2024","+19.79"
08/11/2024,"-4.70","CocaColaEPP North Ryde AUS Card xx2374 Value Date: 31/10/2024","+24.94"
07/11/2024,"-5.15","gnibl Artarmon AU AUS Card xx2374 Value Date: 05/11/2024","+29.64"
07/11/2024,"-4.15","gnibl Artarmon AU AUS Card xx2374 Value Date: 05/11/2024","+34.79"
07/11/2024,"-4.15","gnibl Artarmon AU AUS Card xx2374 Value Date: 05/11/2024","+38.94"
07/11/2024,"-25.10","MIRACLE SUPERMARKET NORTH RYDE NS AUS Card xx2374 Value Date: 05/11/2024","+43.09"
07/11/2024,"-14.17","SQ *SUSHI WORLD - MACQ Macquarie Par NS AUS Card xx2374 Value Date: 05/11/2024","+68.19"
06/11/2024,"-20.55","UBER EATS* EATS","+82.36"
06/11/2024,"+25.00","Transfer from xx8914 CommBank app","+102.91"
06/11/2024,"-1000.00","Transfer to xx8914 CommBank app","+77.91"
06/11/2024,"+1000.00","1/IRWAN HANDOYO REF 2024110400032225 NOV /2469","+1077.91"
06/11/2024,"-3.99","Powerpod Kiosks SUNRISE BEACH AU AUS Card xx2374 Value Date: 03/11/2024","+77.91"
06/11/2024,"-4.49","APPLE.COM/BILL SYDNEY NS AUS Card xx2374 Value Date: 03/11/2024","+81.90"
06/11/2024,"-7.00","LIBRARY CAFE NORTH RYDE NS AUS Card xx2374 Value Date: 02/11/2024","+86.39"
06/11/2024,"-17.05","LANZHOU LAMIAN BEEF NORTH RYDE AUS Card xx2374 Value Date: 03/11/2024","+93.39"
06/11/2024,"-4.70","CocaColaEPP North Ryde AUS Card xx2374 Value Date: 03/11/2024","+110.44"
05/11/2024,"+50.00","Transfer from xx8914 CommBank app","+115.14"
05/11/2024,"-4.50","SQ *RNK ESPRESSO Marsfield NS AUS Card xx2374 Value Date: 03/11/2024","+65.14"
05/11/2024,"-4.50","WOOLWORTHS 1129 NORTH RYDE NS AUS Card xx2374 Value Date: 03/11/2024","+69.64"
03/11/2024,"+50.00","Transfer from xx8914 CommBank app","+74.14"
02/11/2024,"-25.58","UBER EATS* EATS","+24.14"
02/11/2024,"+25.00","Transfer from xx8914 CommBank app","+49.72"
02/11/2024,"+20.00","Transfer from xx8914 CommBank app","+24.72"
01/11/2024,"-4.15","gnibl Artarmon AU AUS Card xx2374 Value Date: 30/10/2024","+4.72"
01/11/2024,"-4.15","gnibl Artarmon AU AUS Card xx2374 Value Date: 29/10/2024","+8.87"
30/10/2024,"-26.75","UBER EATS* EATS","+13.02"
30/10/2024,"+26.00","Transfer from xx8914 CommBank app","+39.77"
29/10/2024,"-4.99","PRIMEVIDEO SYDNEY NS AUS Card xx2374 Value Date: 25/10/2024","+13.77"
29/10/2024,"-20.00","TFNSW OPAL MACHINE SYDNEY AUS Card xx2374 Value Date: 26/10/2024","+18.76"
29/10/2024,"-28.42","UNIVERSAL IMPERIAL HOT ERSKINEVILLE AUS Card xx2374 Value Date: 27/10/2024","+38.76"
28/10/2024,"-12.00","STAN.COM.AU","+67.18"
27/10/2024,"+50.00","Transfer from xx8914 CommBank app","+79.18"
26/10/2024,"+20.00","Transfer from xx8914 CommBank app","+29.18"
26/10/2024,"-28.30","WOOLWORTHS 1129 NORTH RYDE NS AUS Card xx2374 Value Date: 24/10/2024","+9.18"
26/10/2024,"-2.85","gnibl Artarmon AU AUS Card xx2374 Value Date: 24/10/2024","+37.48"
25/10/2024,"+5.00","Transfer from xx8914 CommBank app","+40.33"
25/10/2024,"-25.95","UBER *EATS HELP.UBER.COM","+35.33"
25/10/2024,"+28.00","Transfer from xx8914 CommBank app","+61.28"
24/10/2024,"-20.00","PAYPAL *MACQUARIEUN Sydney AU","+33.28"
24/10/2024,"+20.00","Transfer from xx8914 CommBank app","+53.28"
24/10/2024,"+30.00","Transfer from xx8914 CommBank app","+33.28"
24/10/2024,"+5.00","Transfer from xx8914 CommBank app","+3.28"
24/10/2024,"-4.15","gnibl Artarmon AU AUS Card xx2374 Value Date: 22/10/2024","-1.72"
24/10/2024,"-1.00","LAUNDRY C2C OSBORNE PARK WA AUS Card xx2374 Value Date: 22/10/2024","+2.43"
23/10/2024,"-1.00","LAUNDRY C2C OSBORNE PARK WA AUS Card xx2374 Value Date: 21/10/2024","+3.43"
23/10/2024,"-4.00","LAUNDRY C2C OSBORNE PARK WA AUS Card xx2374 Value Date: 21/10/2024","+4.43"
23/10/2024,"-3.92","TRANSPORTFORNSW TAP SYDNEY AUS Card xx2374 Value Date: 20/10/2024","+8.43"
22/10/2024,"+3.00","Transfer from xx8914 CommBank app","+12.35"
22/10/2024,"-21.40","UBER EATS* EATS","+9.35"
22/10/2024,"+20.00","Transfer from xx8914 CommBank app","+30.75"
22/10/2024,"-19.23","SQ *SUSHI WORLD - MACQ Macquarie Par NS AUS Card xx2374 Value Date: 18/10/2024","+10.75"
22/10/2024,"-69.21","Vodafone Australia North Sydney AU AUS Card xx2374 Value Date: 18/10/2024","+29.98"
22/10/2024,"-2.85","gnibl Artarmon AU AUS Card xx2374 Value Date: 17/10/2024","+99.19"
22/10/2024,"-2.85","gnibl Artarmon AU AUS Card xx2374 Value Date: 19/10/2024","+102.04"
22/10/2024,"-3.10","gnibl Artarmon AU AUS Card xx2374 Value Date: 19/10/2024","+104.89"
22/10/2024,"-29.40","Qudos Bank Arena Sydney Olympi NS AUS Card xx2374 Value Date: 18/10/2024","+107.99"
22/10/2024,"-30.00","SQ *CLICK CLINIC Midland WA AUS Card xx2374 Value Date: 20/10/2024","+137.39"
22/10/2024,"-4.15","gnibl Artarmon AU AUS Card xx2374 Value Date: 20/10/2024","+167.39"
21/10/2024,"-24.35","UBER EATS* EATS","+171.54"
21/10/2024,"+4.00","Transfer from xx8914 CommBank app","+195.89"
21/10/2024,"+1.00","Transfer from xx8914 CommBank app","+191.89"
21/10/2024,"+2.00","Transfer from xx8914 CommBank app","+190.89"
21/10/2024,"+21.40","Refund Purchase UBER EATS* EATS","+188.89"
21/10/2024,"-21.40","UBER EATS* EATS","+167.49"
21/10/2024,"+20.00","Transfer from xx8914 CommBank app","+188.89"
20/10/2024,"-18.00","Transfer To Sham CommBank App movie","+168.89"
20/10/2024,"+18.00","Transfer from xx8914 CommBank app","+186.89"
20/10/2024,"+10.00","Transfer from xx8914 CommBank app","+168.89"
19/10/2024,"+4.50","Adjust Purchase CocaColaEPP Card xx2374 AUD 4.50 Value Date: 17/10/2024","+158.89"
19/10/2024,"-4.50","CocaColaEPP North Ryde AUS Card xx2374 Value Date: 17/10/2024","+154.39"
19/10/2024,"-4.50","CocaColaEPP North Ryde AUS Card xx2374 Value Date: 17/10/2024","+158.89"
18/10/2024,"+50.00","Transfer from xx8914 CommBank app","+163.39"
18/10/2024,"+30.00","Transfer from xx8914 CommBank app","+113.39"
18/10/2024,"+70.00","Transfer from xx8914 CommBank app","+83.39"
18/10/2024,"-2.85","gnibl Artarmon AU AUS Card xx2374 Value Date: 16/10/2024","+13.39"
18/10/2024,"-2.85","gnibl Artarmon AU AUS Card xx2374 Value Date: 15/10/2024","+16.24"
17/10/2024,"+5.00","Transfer from xx8914 CommBank app","+19.09"
17/10/2024,"+5.00","Transfer from xx8914 CommBank app","+14.09"
17/10/2024,"-120.00","Transfer To Sham CommBank App olivia","+9.09"
17/10/2024,"+120.00","Transfer from xx8914 CommBank app","+129.09"
17/10/2024,"-2.24","TRANSPORTFORNSW TAP SYDNEY AUS Card xx2374 Value Date: 14/10/2024","+9.09"
16/10/2024,"-21.40","UBER EATS* EATS","+11.33"
15/10/2024,"-34.37","UBER EATS* EATS","+32.73"
15/10/2024,"+50.00","Transfer from xx8914 CommBank app","+67.10"
15/10/2024,"-56.78","THE BAVARIAN - WORLD S THE ROCKS NS AUS Card xx2374 Value Date: 11/10/2024","+17.10"
15/10/2024,"-3.50","CocaColaEPP North Ryde AUS Card xx2374 Value Date: 10/10/2024","+73.88"
15/10/2024,"-4.50","CocaColaEPP North Ryde AUS Card xx2374 Value Date: 10/10/2024","+77.38"
15/10/2024,"-49.99","COTTON ON 2939 MACQUARIE PAR NS AUS Card xx2374 Value Date: 13/10/2024","+81.88"
15/10/2024,"-1.83","International Transaction Fee Value Date: 13/10/2024","+131.87"
15/10/2024,"-52.17","ABLEAPP.COM/BILL SAN FRANCISCO CA USA Card xx2374 USD 35.00 Value Date: 13/10/2024","+133.70"
13/10/2024,"+100.00","Transfer from xx8914 CommBank app","+185.87"
13/10/2024,"+20.00","Transfer from xx8914 CommBank app","+85.87"
12/10/2024,"-22.36","UBER *EATS HELP.UBER.COM","+65.87"
12/10/2024,"+10.00","Transfer from xx8914 CommBank app","+88.23"
11/10/2024,"+10.00","Transfer from xx8914 CommBank app Value Date: 12/10/2024","+78.23"
11/10/2024,"+10.00","Transfer from xx8914 CommBank app","+68.23"
11/10/2024,"-3.10","gnibl Artarmon AU AUS Card xx2374 Value Date: 09/10/2024","+58.23"
09/10/2024,"-20.20","UBER EATS* EATS","+61.33"
09/10/2024,"+70.00","Fast Transfer From JASON SURYAPUTRA Kamsia","+81.53"
09/10/2024,"-1000.00","Transfer to xx8914 CommBank app","+11.53"
09/10/2024,"+1000.00","1/IRWAN HANDOYO REF 2024100700018175 OKT /2469","+1011.53"
09/10/2024,"-1.00","LAUNDRY C2C OSBORNE PARK WA AUS Card xx2374 Value Date: 07/10/2024","+11.53"
09/10/2024,"-4.00","LAUNDRY C2C OSBORNE PARK WA AUS Card xx2374 Value Date: 06/10/2024","+12.53"
08/10/2024,"-70.00","Transfer To Jason CommBank App .","+16.53"
08/10/2024,"+50.00","Transfer from xx8914 CommBank app","+86.53"
08/10/2024,"-4.15","gnibl Artarmon AU AUS Card xx2374 Value Date: 04/10/2024","+36.53"
08/10/2024,"-3.10","gnibl Artarmon AU AUS Card xx2374 Value Date: 04/10/2024","+40.68"
08/10/2024,"-3.10","gnibl Artarmon AU AUS Card xx2374 Value Date: 03/10/2024","+43.78"
08/10/2024,"-20.25","SQ *SUSHI WORLD - MACQ Macquarie Par NS AUS Card xx2374 Value Date: 04/10/2024","+46.88"
08/10/2024,"-4.15","gnibl Artarmon AU AUS Card xx2374 Value Date: 06/10/2024","+67.13"
08/10/2024,"-3.10","gnibl Artarmon AU AUS Card xx2374 Value Date: 06/10/2024","+71.28"
08/10/2024,"-19.49","APPLE.COM/BILL SYDNEY AU AUS Card xx2374 Value Date: 06/10/2024","+74.38"
08/10/2024,"-38.06","UNIVERSAL SHIFT PTY LT DARLINGHURST AUS Card xx2374 Value Date: 06/10/2024","+93.87"
06/10/2024,"+100.00","Transfer from xx8914 CommBank app","+131.93"
04/10/2024,"-20.00","Transfer to xx8914 CommBank app","+31.93"
04/10/2024,"+20.00","Transfer from xx8914 CommBank app","+51.93"
04/10/2024,"-20.00","Transfer to xx8914 CommBank app","+31.93"
04/10/2024,"+20.00","Transfer from xx8914 CommBank app","+51.93"
04/10/2024,"+6.00","Transfer from xx8914 CommBank app","+31.93"
04/10/2024,"+20.00","Transfer from xx8914 CommBank app","+25.93"
04/10/2024,"-20.80","WOOLWORTHS 1129 NORTH RYDE AU AUS Card xx2374 Value Date: 02/10/2024","+5.93"
04/10/2024,"-3.10","gnibl Artarmon AU AUS Card xx2374 Value Date: 02/10/2024","+26.73"
04/10/2024,"-4.49","APPLE.COM/BILL SYDNEY NS AUS Card xx2374 Value Date: 02/10/2024","+29.83"
04/10/2024,"-5.40","COLES 5791COLES 5791 MACQUARIE PK AU AUS Card xx2374 Value Date: 02/10/2024","+34.32"
03/10/2024,"-12.98","PLINE PH MACQUARIE CE NORTH RYDE AUS Card xx2374 Value Date: 30/09/2024","+39.72"
03/10/2024,"-12.00","STAN.COM.AU","+52.70"
02/10/2024,"+50.00","Transfer from xx8914 CommBank app","+64.70"
02/10/2024,"-3.49","POWERPOD SUNRISE BEACH AU AUS Card xx2374 Value Date: 30/09/2024","+14.70"
02/10/2024,"-12.99","POWERPOD SUNRISE BEACH AU AUS Card xx2374 Value Date: 30/09/2024","+18.19"
30/09/2024,"+30.00","Transfer from xx8914 CommBank app","+31.18"
29/09/2024,"-31.41","UBER EATS* EATS","+1.18"
29/09/2024,"+30.00","Transfer from xx8914 CommBank app","+32.59"
28/09/2024,"-20.00","TFNSW OPAL MACHINE SYDNEY AUS Card xx2374 Value Date: 25/09/2024","+2.59"
25/09/2024,"+20.00","Transfer from xx8914 CommBank app","+22.59"
25/09/2024,"-1.00","LAUNDRY C2C OSBORNE PARK WA AUS Card xx2374 Value Date: 22/09/2024","+2.59"
25/09/2024,"-4.00","LAUNDRY C2C OSBORNE PARK WA AUS Card xx2374 Value Date: 22/09/2024","+3.59"
25/09/2024,"-4.00","LAUNDRY C2C OSBORNE PARK WA AUS Card xx2374 Value Date: 22/09/2024","+7.59"
25/09/2024,"-2.24","TRANSPORTFORNSW TAP SYDNEY AUS Card xx2374 Value Date: 23/09/2024","+11.59"
24/09/2024,"-4.15","gnibl Artarmon AU AUS Card xx2374 Value Date: 20/09/2024","+13.83"
24/09/2024,"-4.15","gnibl Artarmon AU AUS Card xx2374 Value Date: 19/09/2024","+17.98"
24/09/2024,"-4.15","gnibl Artarmon AU AUS Card xx2374 Value Date: 21/09/2024","+22.13"
24/09/2024,"-38.40","WOOLWORTHS 1761 MARSFIELD AU AUS Card xx2374 Value Date: 22/09/2024","+26.28"
24/09/2024,"-2.85","gnibl Artarmon AU AUS Card xx2374 Value Date: 21/09/2024","+64.68"
24/09/2024,"-4.48","TRANSPORTFORNSW TAP SYDNEY AUS Card xx2374 Value Date: 22/09/2024","+67.53"
23/09/2024,"-15.50","TRYBOOKING*Sydney Cath","+72.01"
23/09/2024,"+15.00","Transfer from xx8914 CommBank app","+87.51"
22/09/2024,"+50.00","Transfer from xx8914 CommBank app","+72.51"
22/09/2024,"+0.02","Refund Purchase UBER* TRIP","+22.51"
22/09/2024,"-45.56","UBER* TRIP","+22.49"
22/09/2024,"+50.00","Transfer from xx8914 CommBank app","+68.05"
21/09/2024,"+5.00","Transfer from xx8914 CommBank app","+18.05"
21/09/2024,"-22.99","APPLE.COM/BILL SYDNEY AU AUS Card xx2374 Value Date: 18/09/2024","+13.05"
20/09/2024,"+5.00","Transfer from xx8914 CommBank app","+36.04"
20/09/2024,"-4.15","gnibl Artarmon AU AUS Card xx2374 Value Date: 18/09/2024","+31.04"
19/09/2024,"-31.03","UBER EATS* EATS","+35.19"
19/09/2024,"+31.00","Transfer from xx8914 CommBank app","+66.22"
19/09/2024,"-4.15","gnibl Artarmon AU AUS Card xx2374 Value Date: 17/09/2024","+35.22"
19/09/2024,"-9.99","AMZNPRIMEAU MEMBERSHIP SYDNEY SOUTH NS AUS Card xx2374 Value Date: 17/09/2024","+39.37"
18/09/2024,"-45.00","Transfer To INTARAWAT THANUNDORNWAT PayID Phone from CommBank App kbbq","+49.36"
18/09/2024,"+45.00","Transfer from xx8914 CommBank app","+94.36"
17/09/2024,"-22.74","UBER EATS* EATS","+49.36"
17/09/2024,"+50.00","Transfer from xx8914 CommBank app","+72.10"
17/09/2024,"-24.90","UPPERROOM HOLDINGS PTY SYDNEY AU AUS Card xx2374 Value Date: 14/09/2024","+22.10"
14/09/2024,"+40.00","Transfer from xx8914 CommBank app","+47.00"
14/09/2024,"-24.49","Peppercorn Kitchen Macquarie Par NS AUS Card xx2374 Value Date: 12/09/2024","+7.00"
13/09/2024,"-21.40","UBER EATS* EATS","+31.49"
13/09/2024,"-50.00","Transfer to xx8914 CommBank app","+52.89"
13/09/2024,"-5.76","ALDI STORES - NORTH RY NORTH RYDE AUS Card xx2374 Value Date: 10/09/2024","+102.89"
12/09/2024,"+50.00","Fast Transfer From JASON SURYAPUTRA Thanks","+108.65"
12/09/2024,"+50.00","Transfer from xx8914 CommBank app","+58.65"
12/09/2024,"-16.70","WOOLWORTHS 1129 NORTH RYDE AU AUS Card xx2374 Value Date: 10/09/2024","+8.65"
12/09/2024,"-2.85","gnibl Artarmon AU AUS Card xx2374 Value Date: 10/09/2024","+25.35"
12/09/2024,"-54.69","Vodafone Australia North Sydney AU AUS Card xx2374 Value Date: 10/09/2024","+28.20"
11/09/2024,"-22.17","UBER EATS* EATS","+82.89"
11/09/2024,"+20.00","Transfer from xx8914 CommBank app","+105.06"
11/09/2024,"-4.10","gnibl Artarmon AU AUS Card xx2374 Value Date: 09/09/2024","+85.06"
11/09/2024,"-1.00","LAUNDRY C2C OSBORNE PARK WA AUS Card xx2374 Value Date: 09/09/2024","+89.16"
11/09/2024,"-1.00","LAUNDRY C2C OSBORNE PARK WA AUS Card xx2374 Value Date: 09/09/2024","+90.16"
11/09/2024,"-4.00","LAUNDRY C2C OSBORNE PARK WA AUS Card xx2374 Value Date: 08/09/2024","+91.16"
10/09/2024,"+55.00","Transfer from xx8914 CommBank app","+95.16"
10/09/2024,"+20.00","Transfer from xx8914 CommBank app","+40.16"
10/09/2024,"-50.00","Transfer To Jason Suryaputra CommBank App .","+20.16"
10/09/2024,"+50.00","Transfer from xx8914 CommBank app","+70.16"
10/09/2024,"+10.00","Transfer from xx8914 CommBank app","+20.16"
10/09/2024,"-4.10","gnibl Artarmon AU AUS Card xx2374 Value Date: 07/09/2024","+10.16"
09/09/2024,"-154.00","Transfer To Sham CommBank App gracie","+14.26"
09/09/2024,"+150.00","Transfer from xx8914 CommBank app","+168.26"
09/09/2024,"+10.00","Transfer from xx8914 CommBank app","+18.26"
07/09/2024,"-26.70","UBER EATS* EATS","+8.26"
07/09/2024,"+20.00","Transfer from xx8914 CommBank app","+34.96"
07/09/2024,"-16.20","SQ *SUSHI WORLD - MACQ Macquarie Par NS AUS Card xx2374 Value Date: 05/09/2024","+14.96"
06/09/2024,"-50.00","Transfer to xx8914 CommBank app","+31.16"
06/09/2024,"-119.60","Woolworths Online BELLA VISTA AU AUS Card xx2374 Value Date: 04/09/2024","+81.16"
06/09/2024,"-4.70","Woolworths Online BELLA VISTA AU AUS Card xx2374 Value Date: 04/09/2024","+200.76"
05/09/2024,"+50.00","Fast Transfer From JASON SURYAPUTRA Kamsia cil","+205.46"
05/09/2024,"+20.00","Transfer from xx8914 CommBank app","+155.46"
05/09/2024,"-2.85","gnibl Artarmon AU AUS Card xx2374 Value Date: 03/09/2024","+135.46"
04/09/2024,"+120.00","Transfer from xx8914 CommBank app","+138.31"
04/09/2024,"-1000.00","Transfer to xx8914 CommBank app","+18.31"
04/09/2024,"+1000.00","1/IRWAN HANDOYO REF 2024090200040253 SEPT /2469","+1018.31"
